Individual ,Sex,Age,ES1,Box,Treament,Recording,Order,Start date,NumericDate,RecordingSession,Entry time,Scan time,Noise on,Noise off,Noise on 2,Exit time,ChangeET,Asleep,Awake,SleepBout,SleepDuration,ChangeSD,SDBase,SleepNoise1,SleepSilence1,Timeinbox,SleepProp,ChangeSP,SleepPropN,SleepPropS,SboutFreq,ChangeSBF,SboutN,SboutS,AveSBL,ChangeSBL,AveSBLN,AveSBLS,NoiseType,Volume
60v45485,M,SY,6,k1,ConsistentNoise,C293,BSC,12/25/2019,25,December,16.7147222222222,16.9236111111111,17.9319444444444,23.9208333333333,5.94138888888889,8.2825,-0.107499999999998,16.775,16.8822222222222,0.107222222222223,14.8955555555555,0.099166666666635,14.7963888888889,5.77249999999998,5.92972222222222,15.5677777777778,0.956819641710084,0.021605357249876,0.96208333333333,0.988287037037037,4.75340803654272,0.645045587677783,8,2.33333333333333,0.201291291291291,-0.026345460845461,0.115851449275362,0.343869047619048,Consistent,Low
60v45485,M,SY,6,k1,VariableNoise,S1,BSC,12/24/2019,24,December,16.5991666666667,17.7361111111111,18.7377777777778,0.74,6.73333333333333,8.35416666666667,-0.035833333333333,16.7569444444444,16.7727777777778,0.015833333333333,14.425,-0.371388888888946,14.7963888888889,5.6397222222222,5.85,15.755,0.915582354807995,-0.019631929652213,0.939953703703699,0.975,6.53760710885433,2.4292446599894,9.66666666666667,4.83333333333333,0.14004854368932,-0.087588208447432,0.089224137931034,0.188860153256705,Variable,Low
60v45917,F,ASY,5,R8,Baseline,Baseline,BCS,12/23/2019,23,December,16.87,16.9366666666667,17.9366666666667,23.9366666666667,5.93666666666667,8.59861111111111,,16.9063888888889,16.9088888888889,0.002500000000001,14.7502777777778,,,5.82333333333334,5.84,15.7286111111111,0.937799127563005,,0.970555555555557,0.973333333333333,4.25975310386239,,4.5,3.5,0.220153399668325,,0.191144444444445,0.218333333333333,Baseline,Baseline
60v45917,F,ASY,5,R8,ConsistentNoise,C295,BCS,12/24/2019,24,December,16.7338888888889,16.9863888888889,17.9983333333333,23.9983333333333,5.99833333333333,8.61638888888889,0.017777777777777,16.8252777777778,16.9602777777778,0.134999999999998,14.5327777777778,-0.217499999999999,14.7502777777778,5.58527777777778,5.80111111111111,15.8825,0.915018276579744,-0.022780850983261,0.930879629629631,0.966851851851851,4.65921611836927,0.399463014506886,4,4.16666666666667,0.196388888888889,-0.023764510779436,0.228775252525253,0.235211111111111,Consistent,Low
60v45917,F,ASY,5,R8,VariableNoise,S3,BCS,12/25/2019,25,December,16.8836111111111,17.2838888888889,18.2980555555556,24.2980555555556,6.29805555555556,8.69694444444444,0.098333333333333,16.9394444444444,17.1425,0.203055555555554,14.4038888888889,-0.346388888888908,14.7502777777778,5.41055555555555,5.88972222222222,15.8133333333333,0.910869870713884,-0.026929256849122,0.901759259259258,0.98162037037037,3.66779089376054,-0.591962210101848,3,2.83333333333333,0.248342911877394,0.028189512209069,0.252725694444444,0.279460784313725,Variable,Low
60v45934,M,ASY,4,R1,Baseline,Baseline,BCS,12/23/2019,23,December,16.9252777777778,16.9994444444444,17.9994444444444,23.9994444444444,5.99944444444444,8.70444444444444,,16.9613888888889,16.9994444444444,0.038055555555559,15.2966666666666,,,5.85499999999998,5.93555555555556,15.7791666666667,0.969421705835753,,0.97583333333333,0.989259259259259,6.52759440190124,,8.83333333333333,5.16666666666667,0.148511326860841,,0.112755991285403,0.205206093189964,Baseline,Baseline
60v45934,M,ASY,4,R1,ConsistentNoise,C293,BCS,12/24/2019,24,December,17.0597222222222,17.175,18.1838888888889,0.176111111111111,6.19666666666667,8.69222222222222,-0.012222222222222,17.0866666666667,17.1494444444444,0.062777777777779,15.1358333333333,-0.160833333333317,15.2966666666666,5.85277777777778,5.95444444444444,15.6325,0.968228583613199,-0.001193122222554,0.975462962962964,0.992407407407407,7.80425395810011,1.27665955619887,9.83333333333333,5.33333333333333,0.124064207650273,-0.024447119210568,0.10124269005848,0.181753472222222,Consistent,Low
60v45934,M,ASY,4,R1,VariableNoise,S2,BCS,12/26/2019,26,December,16.9325,17.3605555555556,18.3719444444444,0.352777777777778,6.35333333333333,8.74111111111111,0.036666666666665,16.9497222222222,16.9955555555556,0.045833333333331,15.3436111111111,0.046944444444472,15.2966666666666,5.87861111111112,5.92361111111111,15.8086111111111,0.97058565128007,0.001163945444317,0.979768518518519,0.987268518518518,6.76846303877985,0.240868636878608,8,5.16666666666667,0.143398234683282,-0.00511309217756,0.118707729468599,0.177625448028674,Variable,Low
60v46254,M,ASY,0,k46,Baseline,Baseline,BCS,12/16/2019,16,December,16.6133333333333,16.8166666666667,17.8166666666667,23.8166666666667,5.81666666666667,8.30277777777778,,16.7425,16.7488888888889,0.006388888888889,14.5436111111111,,,5.6722222222222,5.70972222222222,15.6894444444444,0.926967883573526,,0.945370370370367,0.95162037037037,9.49683084876598,,11.1666666666667,8.5,0.097608128262491,,0.077893162393162,0.108197167755991,Baseline,Baseline
60v46254,M,ASY,0,k46,ConsistentNoise,C294,BCS,12/17/2019,17,December,16.6886111111111,16.9183333333333,17.9305555555556,23.9183333333333,5.93055555555556,8.31638888888889,0.013611111111111,16.8436111111111,16.91,0.066388888888891,13.3536111111111,-1.18999999999994,14.5436111111111,4.77694444444446,5.82,15.6277777777778,0.854479203697122,-0.072488679876404,0.79615740740741,0.97,11.1340206185567,1.63718976979072,14.1666666666667,10.1666666666667,0.076744891443168,-0.020863236819323,0.056305220883534,0.094180327868853,Consistent,Low
60v46254,M,ASY,0,k46,VariableNoise,S2,BCS,12/18/2019,18,December,16.755,17.2994444444444,18.2119444444444,0.211944444444444,6.21194444444445,8.32916666666667,0.026388888888887,16.8555555555556,16.9505555555556,0.094999999999995,13.3908333333334,-1.15277777777768,14.5436111111111,5.12194444444447,5.30138888888889,15.5741666666667,0.859810583765853,-0.067157299807673,0.853657407407411,0.883564814814815,20.6110546310664,11.1142237823004,27.8333333333333,20.8333333333333,0.041715991692627,-0.055892136569863,0.028606060606061,0.039508888888889,Variable,Low
60v46257,M,ASY,3,R5,Baseline,Baseline,BSC,12/16/2019,16,December,16.4363888888889,17.6897222222222,18.6897222222222,0.689722222222222,6.68972222222222,8.41111111111111,,16.48,16.4811111111111,0.001111111111111,14.9219444444444,,,5.82111111111109,5.73777777777778,15.9747222222222,0.93409727173138,,0.970185185185182,0.956296296296296,7.26147211740771,,8.5,6.5,0.12863745210728,,0.107380952380952,0.128418803418803,Baseline,Baseline
60v46257,M,ASY,3,R5,ConsistentNoise,C293,BSC,12/19/2019,19,December,16.0894444444444,17.3325,18.3538888888889,0.345,6.36583333333333,8.60055555555556,0.189444444444444,16.1380555555556,16.1825,0.044444444444444,15.2886111111111,0.36666666666669,14.9219444444444,5.75277777777778,5.82388888888889,16.5111111111111,0.925958950201884,-0.008138321529496,0.958796296296296,0.970648148148148,6.48048452220727,-0.780987595200442,5.83333333333333,5.66666666666667,0.142884215991693,0.014246763884413,0.168897306397307,0.155334967320261,Consistent,Low
60v46257,M,ASY,3,R5,VariableNoise,S3,BSC,12/18/2019,18,December,16.7361111111111,17.6972222222222,18.7116666666667,0.711666666666667,6.695,8.41972222222222,0.00861111111111,16.7766666666667,16.7777777777778,0.001111111111111,14.8063888888889,-0.115555555555527,14.9219444444444,5.80444444444445,5.80666666666666,15.6836111111111,0.944067586475621,0.009970314744241,0.967407407407408,0.967777777777777,7.01369086626167,-0.247781251146042,8.83333333333333,5,0.134603535353535,0.005966083246256,0.097668845315904,0.199388888888889,Variable,Low
60v46274,F,ASY,34,k3,Baseline,Baseline,BCS,12/23/2019,23,December,16.9330555555556,17.3833333333333,18.3833333333333,24.3833333333333,6.38333333333333,8.51388888888889,,16.9952777777778,17.4127777777778,0.417499999999997,14.7994444444444,,,5.78527777777776,5.82777777777778,15.5808333333333,0.949849351945944,,0.96421296296296,0.971296296296297,4.55688078301332,,5.16666666666667,4.16666666666667,0.208442879499217,,0.193467432950191,0.211377777777778,Baseline,Baseline
60v46274,F,ASY,34,k3,ConsistentNoise,C294,BCS,12/24/2019,24,December,17.0241666666667,17.5819444444444,18.6005555555556,0.593055555555556,6.59861111111111,8.50277777777778,-0.011111111111111,17.0613888888889,17.0627777777778,0.00138888888889,13.9269444444444,-0.872499999999974,14.7994444444444,5.81027777777778,5.73194444444445,15.4786111111111,0.899754141018969,-0.050095210926975,0.96837962962963,0.955324074074074,5.10381709527484,0.546936312261523,3.66666666666667,5.5,0.176290436005626,-0.032152443493591,0.223444444444444,0.174079861111111,Consistent,Low
60v46274,F,ASY,34,k3,VariableNoise,S1,BCS,12/26/2019,26,December,16.7277777777778,17.4822222222222,18.505,0.507222222222222,6.50083333333333,8.44277777777778,-0.071111111111112,16.8383333333333,17.2213888888889,0.383055555555558,13.9341666666667,-0.865277777777759,14.7994444444444,5.16249999999999,5.64916666888889,15.715,0.886679393360908,-0.063169958585036,0.860416666666665,0.941527778148148,4.96341075405663,0.406529971043315,4.33333333333333,5.83333333333333,0.178643162393162,-0.029799717106055,0.192731481481481,0.156206349206349,Variable,Low
60v46277,F,ASY,0,R16,Baseline,Baseline,BCS,2/4/2020,65,February,17.3669444444444,18.2277777777778,19.2277777777778,1.22777777777778,7.22777777777778,7.81083333333333,,17.4030555555556,17.6438888888889,0.240833333333335,13.1605555555556,,,5.50583333333335,5.70111111111111,14.4438888888889,0.91115042886265,,0.917638888888892,0.950185185185186,8.72341243893996,,10,7.16666666666667,0.10444885361552,,0.088649425287357,0.129043927648579,Baseline,Baseline
60v46277,F,ASY,0,R16,ConsistentNoise,C295,BCS,2/5/2020,66,February,17.2766666666667,18.3702777777778,19.3819444444444,1.37277777777778,7.33055555555556,7.7175,-0.093333333333333,17.2766666666667,17.3277777777778,0.051111111111112,12.6455555555556,-0.514999999999993,13.1605555555556,4.90250000000001,5.76111111111111,14.4408333333333,0.875680458576185,-0.035469970286466,0.817083333333335,0.960185185185185,6.85556004385712,-1.86785239508284,10.1666666666667,3.66666666666667,0.127732884399551,0.023284030784031,0.080607344632769,0.218320707070707,Consistent,Low
60v46277,F,ASY,0,R16,ConsistentNoiseL,C293,BCSC,2/8/2020,69,February,17.5305555555556,18.3977777777778,19.4008333333333,1.39277777777778,7.41305556,7.91,0.099166666666667,17.5794444444444,17.5927777777778,0.013333333333332,12.7755555555556,-0.385000000000032,13.1605555555556,4.95027777777778,5.61388889333333,14.3794444444444,0.88845960669165,-0.022690822171,0.825046296296296,0.935648148888888,7.51072132287602,-1.21269111606394,8.5,6,0.118292181069959,0.013843327454438,0.101026077097506,0.154467592592593,Consistent,High
60v46277,F,ASY,0,R16,VariableNoise,S2,BCS,2/6/2020,67,February,17.6558333333333,18.7922222222222,19.7922222222222,1.79222222222222,7.79222222222222,,,17.7180555555556,17.7308333333333,0.012777777777778,,,,5.85249999999998,,,,,0.975416666666663,,,,5,,,,,,Variable,Low
61v21660,M,SY,12,R2,Baseline,Baseline,BSC,12/23/2019,23,December,16.5263888888889,17.0055555555556,18.0055555555556,24.0055555555556,6.00555555555556,8.68861111111111,,16.5847222222222,16.5894444444444,0.00472222222222,15.2836111111111,,,5.77444444444446,5.7375,16.1622222222222,0.945637976075898,,0.962407407407409,0.95625,6.49663137632339,,7.16666666666667,7.33333333333333,0.145558201058201,,0.131632791327914,0.123453282828283,Baseline,Baseline
61v21660,M,SY,12,R2,ConsistentNoise,C293,BSC,12/25/2019,25,December,16.5405555555556,17.3444444444444,18.3444444444444,0.344444444444444,6.34444444444444,8.54833333333333,-0.140277777777778,16.6102777777778,16.7097222222222,0.099444444444444,14.5411111111111,-0.742500000000025,15.2836111111111,5.77666666666667,5.30222222222222,16.0077777777778,0.908377871867842,-0.037260104208057,0.962777777777778,0.883703703703704,5.93461511765114,-0.562016258672244,8.83333333333333,2.83333333333333,0.15306432748538,0.007506126427179,0.104444444444445,0.263464052287582,Consistent,Low
61v21660,M,SY,12,R2,VariableNoise,S2,BSC,12/24/2019,24,December,16.6563888888889,17.0166666666667,18.0191666666667,24.0191666666667,6.01916666666667,8.57833333333333,-0.110277777777778,16.685,16.6961111111111,0.011111111111113,14.9161111111111,-0.367500000000023,15.2836111111111,5.56388888888888,5.76138888888889,15.9219444444444,0.936827230063329,-0.008810746012569,0.927314814814813,0.960231481481481,8.35325110347354,1.85661972715016,10.8333333333333,6.83333333333333,0.112151211361738,-0.033406989696464,0.084347442680776,0.129186991869919,Variable,Low
61v22045,M,ASY,14,k25a,Baseline,Baseline,BCS,2/4/2020,65,February,17.3766666666667,17.6105555555556,18.6105555555556,0.610555555555556,6.61055555555556,7.94305555555556,,17.4386111111111,17.6105555555556,0.171944444444446,13.8397222222222,,,5.63361111111111,5.9125,14.5663888888889,0.950113465169054,,0.938935185185185,0.985416666666667,7.41432902992048,,13.3333333333333,2.16666666666667,0.128145576131687,,0.068116096866097,0.405021367521368,Baseline,Baseline
61v22045,M,ASY,14,k25a,ConsistentNoise,C293,BCS,2/5/2020,66,February,17.3997222222222,17.5538888888889,18.5688888888889,0.559444444444445,6.58055555555556,7.99027777777778,0.047222222222223,17.4888888888889,17.5538888888889,0.064999999999998,13.3175,-0.522222222222215,13.8397222222222,5.27666666666667,5.89194444444444,14.5905555555556,0.912747972432701,-0.037365492736353,0.879444444444446,0.98199074074074,11.8569851121349,4.44265608221447,20.8333333333333,4,0.076979768786127,-0.05116580734556,0.042156729900632,0.224814814814815,Consistent,Low
61v22045,M,ASY,14,k25a,ConsistentNoiseL,C294,BCS,2/7/2020,68,February,17.8286111111111,18.3269444444444,19.3325,1.32361111111111,7.32972222222222,8.17583333333333,0.232777777777778,17.8805555555556,17.8919444444444,0.011388888888888,12.0955555555555,-1.74416666666669,13.8397222222222,4.92444444444445,5.63583333333333,14.3472222222222,0.843059051306872,-0.107054413862182,0.820740740740741,0.939305555555555,22.5827686350436,10.7257835229086,31.1666666666667,14.3333333333333,0.037331961591221,-0.090813614540466,0.026252986857826,0.065219638242894,Consistent,High
61v22045,M,ASY,14,k25a,VariableNoise,S1,BCS,2/6/2020,67,February,17.7169444444444,17.8338888888889,18.8,0.843888888888889,6.8375,7.84555555555556,-0.0975,17.7986111111111,17.8130555555556,0.014444444444443,12.9175,-0.922222222222246,13.8397222222222,5.44805555555556,5.88027777777778,14.1286111111111,0.914279535222066,-0.035833929946988,0.90800925925926,0.980046296296296,9.76741442699015,2.35308539706967,15.5,3.33333333333333,0.093605072463768,0.016625303677641,0.055482295482296,0.256652777777778,Variable,Low
62v03192,M,SY,1,R4,Baseline,Baseline,BSC,12/18/2019,18,December,16.78,17.6813888888889,18.6813888888889,0.681388888888889,6.68138888888889,8.38055555555556,,16.8388888888889,16.8525,0.013611111111104,15.0452777777777,,,5.87361111111104,5.93805555555554,15.6005555555556,0.964406538228692,,0.978935185185173,0.989675925925924,4.74342081834692,,5.66666666666667,2.66666666666667,0.203314564564564,,0.156227598566306,0.333177083333333,Baseline,Baseline
62v03192,M,SY,1,R4,ConsistentNoise,C294,BSC,12/20/2020,20,December,16.755,17.1658333333333,18.1997222222222,24.1927777777778,6.19166666666667,8.38305555555556,0.0025,16.7916666666667,16.9688888888889,0.17722222222222,14.9783333333333,-0.06694444444442,15.0452777777777,5.90833333333331,5.92444444444445,15.6280555555556,0.958425907822469,-0.005980630406224,0.984722222222218,0.987407407407408,4.67108654307602,-0.072334275270904,6,3.83333333333333,0.205182648401826,0.001868083837262,0.152843137254901,0.245676328502416,Consistent,Low
62v03192,M,SY,1,R4,VariableNoise,S2,BSC,12/19/2019,19,December,16.3211111111111,17.3411111111111,18.7675,0.775,6.755,8.51972222222222,0.139166666666666,16.3638888888889,16.4058333333333,0.04194444444444,15.3213888888889,0.276111111111163,15.0452777777777,5.80916666666666,5.87166666666667,16.1986111111111,0.94584583726314,-0.018560700965552,0.968194444444444,0.978611111111111,6.54377089942553,1.80035008107861,9,4.33333333333333,0.144541404612159,-0.058773159952405,0.109401709401709,0.231655982905983,Variable,Low
62v03194,M,SY,0,k27a,Baseline,Baseline,BSC,2/4/2020,65,February,17.8030555555556,17.9008333333333,18.9008333333333,0.900833333333333,6.90083333333333,8.1175,,17.8227777777778,17.8861111111111,0.063333333333333,14.1263888888889,,,5.98083333333334,5.97138888888889,14.3144444444444,0.98686253201894,,0.996805555555556,0.995231481481482,3.91213226732904,,4,3.66666666666667,0.252256944444444,,0.257108585858586,0.307550505050505,Baseline,Baseline
62v03194,M,SY,0,k27a,ConsistentNoise,C293,BSC,2/6/2020,67,February,17.5961111111111,18.195,19.2194444444444,1.21,7.23083333333333,7.68027777777778,-0.437222222222221,17.6325,17.8819444444444,0.249444444444446,13.5230555555555,-0.60333333333335,14.1263888888889,5.91249999999999,5.95166666666667,14.0841666666667,0.960160148314694,-0.026702383704246,0.985416666666664,0.991944444444445,5.25412697473522,1.34199470740618,7.16666666666667,3.33333333333333,0.182743993993994,-0.069512950450451,0.12910569105691,0.281902777777778,Consistent,Low
62v03194,M,SY,0,k27a,VariableNoise,S3,BSC,2/5/2020,66,February,17.0563888888889,17.9058333333333,18.9202777777778,0.920277777777778,6.91638888888889,7.90027777777778,-0.217222222222222,17.1105555555556,17.3325,0.221944444444443,14.2288888888889,0.102499999999988,14.1263888888889,5.89416666666666,5.93166666666667,14.8438888888889,0.9585688087129,-0.02829372330604,0.982361111111111,0.988611111111111,5.52415883827988,1.61202657095084,7.5,3.16666666666667,0.173523035230352,-0.078733909214092,0.130193798449612,0.276652046783626,Variable,Low
62v03194,M,SY,0,k27a,VariableNoiseL,S3,BSC,2/7/2020,68,February,17.5863888888889,18.1327777777778,19.1491666666667,1.12972222222222,7.13222222222222,7.69416666666667,-0.423333333333333,17.6325,17.8922222222222,0.259722222222223,13.4947222222222,-0.631666666666661,14.1263888888889,5.71472222222224,5.92055555555555,14.1077777777778,0.95654485311491,-0.03031767890403,0.952453703703706,0.986759259259259,5.38709931479877,1.47496704746973,6.33333333333333,4.5,0.177562134502924,-0.00518185949107,0.142060185185186,0.200205761316872,Variable,High
62v03195,M,SY,0,R10,Baseline,Baseline,BCS,12/16/2019,16,December,16.5802777777778,17.4677777777778,18.4677777777778,24.4677777777778,6.46777777777778,8.28416666666667,,16.7066666666667,16.7069444444444,0.000277777777775,14.0686111111111,,,5.35111111111113,5.68694444444444,15.7038888888889,0.895867973255034,,0.891851851851854,0.947824074074073,8.3418827608165,,10.1666666666667,6.5,0.107393977947413,,0.081694915254238,0.121801994301994,Baseline,Baseline
62v03195,M,SY,0,R3,ConsistentNoise,C293,BCS,12/17/2019,17,December,16.5105555555556,17.475,18.4761111111111,0.476111111111111,6.49277777777778,8.40388888888889,0.119722222222224,16.5661111111111,16.5844444444444,0.018333333333331,12.8102777777778,-1.25833333333336,14.0686111111111,4.6338888888889,5.56083333333333,15.8933333333333,0.806015799776286,-0.089852173478748,0.772314814814816,0.926805555555556,11.3884228187919,3.04654005797545,12.1666666666667,11.3333333333333,0.070775015346839,-0.036618962600575,0.064557902973396,0.078937908496732,Consistent,Low
62v03195,M,SY,0,R3,VariableNoise,S1,BCS,12/18/2019,18,December,16.3152777777778,17.8513888888889,18.8611111111111,0.861111111111111,6.86111111111111,8.40555555555556,0.121388888888891,16.4197222222222,16.4330555555556,0.013333333333336,14.5408333333334,0.472222222222221,14.0686111111111,5.64500000000001,5.71277777777778,16.0902777777778,0.903703064307295,0.007835091052261,0.940833333333335,0.95212962962963,8.9495036685369,0.607620907720401,11.6666666666667,8.33333333333333,0.100978009259259,-0.006415968688154,0.078088235294118,0.111822222222222,Variable,Low
62v03197,M,SY,22,k11,Baseline,Baseline,BSC,2/4/2019,65,February,17.4522222222222,17.8188888888889,18.8188888888889,0.818888888888889,6.81888888888889,7.75083333333333,,17.5186111111111,17.6266666666667,0.108055555555559,13.3980555555556,,,5.68666666666667,5.89555555555556,14.2986111111111,0.937017969888296,,0.947777777777778,0.982592592592593,6.57406508013599,,9.33333333333333,4,0.142532505910166,,0.100859053497942,0.183090277777778,Baseline,Baseline
62v03197,M,SY,22,k11,ConsistentNoise,C293,BSC,2/6/2020,67,February,17.6905555555556,18.1019444444444,19.1133333333333,1.10472222222222,7.12527777777778,7.68555555555556,-0.065277777777777,17.7363888888889,17.8475,0.111111111111111,13.5855555555555,0.18749999999998,13.3980555555556,5.88694444444444,5.95472222222222,13.995,0.970743519510935,0.03372554962264,0.981157407407406,0.992453703703703,6.0735977134691,-0.500467366666893,8.66666666666667,2.83333333333333,0.159830065359477,0.017297559449312,0.110961111111111,0.328741830065359,Consistent,Low
62v03197,M,SY,22,k11,VariableNoise,S2,BSC,2/5/2020,66,February,17.4183333333333,17.8225,18.8341666666667,0.823333333333333,6.81388888888889,7.635,-0.115833333333334,17.4638888888889,17.5063888888889,0.042500000000001,13.6477777777778,0.249722222222205,13.3980555555556,5.76694444444443,5.86694444444445,14.2166666666667,0.959984368894098,0.022966399005803,0.961157407407405,0.977824074074074,8.22977725674092,1.65571217660493,12.3333333333333,4.66666666666667,0.11664767331434,-0.025884832595826,0.071809413580247,0.202579365079365,Variable,Low
62v03197,M,SY,22,k11,VariableNoiseL,S1,BSC,2/7/2020,68,February,17.7894444444444,18.0655555555556,19.0766666666667,1.07944444444444,7.07222222222222,7.66138888888889,-0.089444444444444,17.8541666666667,17.8833333333333,0.029166666666665,12.9605555555556,-0.4375,13.3980555555556,5.41555555555556,5.84527777777778,13.8719444444444,0.934299845811891,-0.002718124076405,0.902592592592594,0.974212962962963,6.70417909850017,0.130114018364181,8.66666666666667,5.16666666666667,0.139360812425329,-0.003171693484837,0.106783333333334,0.178136200716846,Variable,High
